H01|031201|2000000011|2021-02-28|LBASRJK|614|0|
D01|6140000001|MiUltimate|HLT|IND|1|10083|0|110446615260|0|0|57284810000|57284810000|0|0|0|0|0|0
D01|6140000001|MiEarly Care|HLT|IND|1|0|766246550000|0|0|3344942|147144507|150489449|0|0|0|0|0|0
D01|6140000001|Manulife Hospital Income|HLT|IND|1|0|0|0|0|0|81689271|81689271|0|0|0|0|0|0
D01|6140000001|MiTreasure Ultimate Protection Rider|HLT|IND|1|0|557898648200|0|0|0|240733829|240733829|0|0|0|0|0|0
D01|6140000001|CI ROP|HLT|IND|1|0|0|0|0|0|0|0|0|0|0|0|0|0
D01|6140000001|PPMe|HLT|IND|1|0|0|0|0|0|0|0|0|0|0|0|0|0
D01|6140000001|MiTreasure Optimax Rider|HLT|IND|1|0|13882072250|0|0|159307677|164832137|324139814|0|0|0|0|0|0
D01|6140000001|Manulife Prime Assurance Rider|HLT|IND|1|0|39973433992|0|0|44999164|345594971|390594135|0|0|0|0|0|0
D01|6140000001|YRT|EKW|GRP|1|62967|27872654331891|29484605586|7631914545|622349160|10494769681|11117118841|0|0|0|128256211|1949624167|2077880378
D01|6140000001|Tabungan Dana Impian|EKW|GRP|1|0|0|0|0|0|0|0|0|0|0|0|0|0
D01|6140000001|Manulife Program Pesangon (MPP)|EKW|GRP|1|66350|1022793610287|110690854783|0|0|930742185|930742185|0|0|0|0|0|0
D01|6140000001|Manulife Karyawan Sejahtera (MKS)|EKW|GRP|1|20016|707638374856|114757472928|0|0|643950921|643950921|0|0|0|0|0|0
D01|6140000001|MDP|EKW|GRP|1|976|24526759128|3247142756|0|0|22319351|22319351|0|0|0|0|0|0
D01|6140000001|MPK|EKW|GRP|1|12|420300000|58588704|0|0|382473|382473|0|0|0|0|0|0
D01|6140000001|RBS Payshield|EKW|GRP|1|67451|19799390000|1219211001|0|0|66246840|66246840|0|0|0|0|0|0
D01|6140000001|RBS Payshield Plus|EKW|GRP|1|73|2310000000|30923056|0|0|1544151|1544151|0|0|0|0|0|0
D01|6140000001|ADDB|ACD|GRP|1|37683|8991181356519|6113405932|1237678513|163776817|2065242626|2229019443|0|0|0|33192686|242607297|275799983
D01|6140000001|Hospital/Maternity/Outpatient/Dental/Optical|HLT|GRP|1|115495|0|159234656301|5643938146|0|70938220682|70938220682|0|0|0|0|14316317707|14316317707
D01|6140000001|Zurich Rawat|HLT|GRP|1|2|0|9463214|0|0|631932|631932|0|0|0|0|0|0
D01|6140000001|Zurich Sehat|HLT|GRP|1|0|0|0|0|0|0|0|0|0|0|0|0|0
D01|6140000001|Zurich Cross|HLT|GRP|1|0|0|0|0|0|0|0|0|0|0|0|0|0
D01|6140000001|Critical Illness|HLT|GRP|1|152|81112485616|211423489|0|0|17901758|17901758|0|0|0|0|0|0
D01|6140000002|||||832066|68905036350267|857695300002|113406622767|9903625820|287203820509|297107446329|5766655678|134359486428|140126142106|3895640107|89973590176|93869230283
